"id_municipio","sigla_uf","ano","emprego_total","emprego_vinculo_clt","salario_medio","salario_medio_brancos","salario_medio_negros","razao_salario_medio"
"4308904","RS",2016,3918,3557,1871.4,1880.21,1535.19,1.22
"4309001","RS",2012,2834,2331,1316.65,1133.54,1062.05,1.07
"4309001","RS",2014,2959,2458,1461.83,1375.76,1196.4,1.15
"4309001","RS",2016,2830,2349,1823.96,1739.72,1415.04,1.23
"4309050","RS",2012,6889,6575,952.02,958.23,794.75,1.21
"4309050","RS",2014,2865,2524,1287.91,1368.64,862.41,1.59
"4309050","RS",2016,1977,1674,2110.01,2109.5,1544.33,1.37
"4309100","RS",2012,16468,15304,1219.65,1166.7,1071.45,1.09
"4309100","RS",2014,17435,16152,1585.06,1536.6,1444.99,1.06
"4309100","RS",2016,18272,17027,2001.15,1910.85,1739.27,1.1
"4309126","RS",2012,198,69,1324.32,1115.89,957.92,1.16
"4309126","RS",2014,208,59,1579.16,1226,1096.85,1.12
"4309126","RS",2016,154,46,2015.72,1697.61,1123.27,1.51
"4309159","RS",2012,220,80,1539.2,1073.72,687.2,1.56
"4309159","RS",2014,270,105,1704.93,1283.59,969.91,1.32
"4309159","RS",2016,243,93,1989.88,1653.23,1294.38,1.28
"4309209","RS",2012,54245,50345,1664.44,1621.51,1343.66,1.21
"4309209","RS",2014,57723,53489,1897.88,1875.44,1538.16,1.22
"4309209","RS",2016,50981,46533,2281.49,2266.8,1795.35,1.26
"4309258","RS",2012,251,153,1274.59,1104.72,725.04,1.52
"4309258","RS",2014,240,139,1508.25,1333.08,1023.12,1.3
"4309258","RS",2016,247,150,1658.98,1433.08,1116.73,1.28
"4309308","RS",2012,14689,13002,1711.75,1624.08,1639.15,0.99
"4309308","RS",2014,22009,20175,2101.72,2006.77,2210.2,0.91
"4309308","RS",2016,16860,15088,2455.75,2469.39,1927.09,1.28
"4309407","RS",2012,8278,7622,1110.62,1096.8,951.53,1.15
"4309407","RS",2014,8754,8078,1320.27,1305.42,1169.93,1.12
"4309407","RS",2016,8111,7427,1630.01,1625.38,1448.91,1.12
"4309506","RS",2012,1172,868,1326.07,1298.48,1182.53,1.1
"4309506","RS",2014,1196,906,1588.02,1520.12,1498.83,1.01
"4309506","RS",2016,1143,852,1904.64,1806.6,1375.37,1.31
"4309555","RS",2012,1029,912,1325.82,1237.65,1066.76,1.16
"4309555","RS",2014,1215,1053,1556.11,1490.96,1258.74,1.18
"4309555","RS",2016,1221,1040,1927.45,1868.37,1432.31,1.3
"4309571","RS",2012,208,83,1676.25,1653.98,2429.58,0.68
"4309571","RS",2014,220,108,1874.12,1655.11,1702.01,0.97
"4309571","RS",2016,193,45,2149.25,1853.32,1304.74,1.42
"4309605","RS",2012,5522,4970,2535.16,2484.18,1194.34,2.08
"4309605","RS",2014,5862,5259,2018.25,2004.65,1256.42,1.6
"4309605","RS",2016,5614,5005,2464.24,2411.92,1765.05,1.37
"4309654","RS",2012,2018,1843,1287.34,1258.88,1238.54,1.02
"4309654","RS",2014,2193,1955,1958.26,2364.05,1517.13,1.56
"4309654","RS",2016,2089,1868,2109.54,2289.64,1892.53,1.21
"4309704","RS",2012,790,549,1087.8,981.75,971.91,1.01
"4309704","RS",2014,916,665,1289.62,1223.14,1048.62,1.17
"4309704","RS",2016,849,614,1575.93,1489.18,1441.93,1.03
"4309753","RS",2012,294,123,1323.59,1046.58,NA,NA
"4309753","RS",2014,337,168,1496.33,1247.89,868.8,1.44
"4309753","RS",2016,349,146,1779.12,1425.05,1085.33,1.31
"4309803","RS",2012,659,463,1280.38,1245.07,1350.58,0.92
"4309803","RS",2014,741,536,1424.17,1396.27,1301.42,1.07
"4309803","RS",2016,742,550,1825.76,1819.87,1609.08,1.13
"4309902","RS",2012,1025,810,1297.34,1189.6,931.98,1.28
"4309902","RS",2014,1163,939,1437.86,1404.5,985.23,1.43
"4309902","RS",2016,1073,877,1987.14,1963.7,1331.18,1.48
"4309951","RS",2012,309,147,1272.14,1158.29,NA,NA
"4309951","RS",2014,365,172,1694.91,1472.91,1515.52,0.97
"4309951","RS",2016,342,175,1756.23,1795.62,1142.79,1.57
"4310009","RS",2012,5557,5035,1401.26,1388.14,1005.81,1.38
"4310009","RS",2014,6042,5501,1611.24,1583.46,1321.62,1.2
"4310009","RS",2016,5885,5346,2007.39,1967.81,1678.34,1.17
"4310108","RS",2012,13597,12788,1129.83,1109.52,1037.8,1.07
"4310108","RS",2014,13514,12629,1333.76,1321.6,1149.79,1.15
"4310108","RS",2016,12531,11674,1671.38,1627.82,1397.22,1.17
"4310207","RS",2012,21079,18900,1408.93,1341.74,1092,1.23
"4310207","RS",2014,22718,20226,1703.14,1651.39,1311.85,1.26
"4310207","RS",2016,22153,19738,2087.94,2071.82,1673.03,1.24
"4310306","RS",2012,488,380,1164.71,1107.32,794.83,1.39
"4310306","RS",2014,581,434,1434.76,1321.7,1016.58,1.3
"4310306","RS",2016,610,494,1712.11,1624.81,1342.19,1.21
"4310330","RS",2012,4369,3201,1198.31,1054.58,1090.65,0.97
"4310330","RS",2014,4100,2680,1431.53,1214.08,1120.1,1.08
"4310330","RS",2016,3813,2419,1733.57,1545.95,1424.44,1.09
"4310363","RS",2012,968,961,1768.18,1737.88,2475.3,0.7
"4310363","RS",2014,948,835,1952.87,1938.11,1212.65,1.6
"4310363","RS",2016,993,872,2342.64,2332.38,1494.47,1.56
"4310405","RS",2012,871,636,1362.44,1339.54,1038.25,1.29
"4310405","RS",2014,946,685,1654.93,1647.53,1467.72,1.12
"4310405","RS",2016,942,713,1962.46,1814.57,1326.63,1.37
"4310413","RS",2012,303,114,1250.62,1256.59,915.26,1.37
"4310413","RS",2014,286,90,1400.85,1815.08,882.8,2.06
"4310413","RS",2016,246,72,1604.24,1997.88,NA,NA
"4310439","RS",2012,1080,883,1147.17,1061.93,887.8,1.2
"4310439","RS",2014,1190,982,1336.64,1333.05,1059.72,1.26
"4310439","RS",2016,1130,907,1646.55,1563.15,1366.41,1.14
"4310462","RS",2012,245,132,1603.79,1340.44,905.8,1.48
"4310462","RS",2014,272,146,1795.29,1536.15,1282.53,1.2
"4310462","RS",2016,262,138,2184.45,1957.48,1520.81,1.29
"4310504","RS",2012,724,498,1204.87,1158.49,1128.07,1.03
"4310504","RS",2014,752,540,1332.94,1240.93,1015.47,1.22
"4310504","RS",2016,723,478,1601.79,1540.09,1104.99,1.39
"4310538","RS",2012,594,431,1424.39,1393.43,1136.64,1.23
"4310538","RS",2014,559,388,1569.05,1441.23,1179.85,1.22
"4310538","RS",2016,493,355,1953.7,1788.33,1488.85,1.2
"4310553","RS",2012,399,207,1337.26,1192.18,1622.64,0.73
"4310553","RS",2014,382,162,1396.09,1128.8,1019.33,1.11
"4310553","RS",2016,383,165,1733.34,1480.92,1324.9,1.12
"4310579","RS",2012,133,18,1420.36,1241.92,782.33,1.59
"4310579","RS",2014,151,22,1560.23,1098.44,786.48,1.4
"4310579","RS",2016,154,32,1887.32,1445.4,1443.57,1
"4310603","RS",2012,7226,5994,1339.38,1277.64,1159.6,1.1
"4310603","RS",2014,7738,6448,1635.12,1577.15,1463.05,1.08
"4310603","RS",2016,8115,6630,1981.81,1861.07,1776.27,1.05
"4310652","RS",2012,228,95,1187.38,934.75,814.19,1.15
"4310652","RS",2014,324,167,1345.28,1019.87,915.23,1.11
"4310652","RS",2016,318,164,1606.26,1423.09,1112.19,1.28
"4310702","RS",2012,288,110,1305.48,1228.27,403.57,3.04
"4310702","RS",2014,370,136,1393.9,1332.99,563.08,2.37
"4310702","RS",2016,383,134,1807.19,1695.39,958.86,1.77
"4310751","RS",2012,208,109,1791.04,1816.98,2841.53,0.64
"4310751","RS",2014,200,80,1925.44,1772.23,1118.46,1.58
"4310751","RS",2016,179,74,2305.82,2227.73,1281.45,1.74
"4310801","RS",2012,7095,6575,1338.14,1296.96,1200.73,1.08
"4310801","RS",2014,7359,6777,1587.3,1549.1,1497.85,1.03
"4310801","RS",2016,7202,6573,2007,1962.88,2028.61,0.97
"4310850","RS",2012,308,162,1303.44,1339.66,895.96,1.5
"4310850","RS",2014,378,202,1657,1435.73,1070.93,1.34
"4310850","RS",2016,355,197,1945.1,1689.79,1136.73,1.49
"4310876","RS",2012,219,68,1220.71,1086.49,1363.39,0.8
"4310876","RS",2014,276,87,1468.45,1290.25,1225.05,1.05
"4310876","RS",2016,281,86,1848.07,1685.53,1550.27,1.09
"4310900","RS",2012,544,403,1290.34,1197.63,1024.25,1.17
"4310900","RS",2014,632,484,1531.57,1455.81,1522.47,0.96
"4310900","RS",2016,593,453,1827.73,1732.73,1312.19,1.32
"4311007","RS",2012,3804,2930,1119.19,1059.94,886.49,1.2
"4311007","RS",2014,4145,3269,1443.31,1337.85,1155.57,1.16
"4311007","RS",2016,4073,3287,1700.18,1646.09,1409.69,1.17
"4311106","RS",2012,1351,995,1241.76,1180.22,1030.79,1.14
"4311106","RS",2014,1477,1128,1495.03,1370.02,1155.35,1.19
"4311106","RS",2016,1407,1098,1811.32,1667.44,1334.04,1.25
"4311122","RS",2012,587,439,1204.78,1044.39,781.23,1.34
"4311122","RS",2014,615,447,1454.52,1360.22,1013.31,1.34
"4311122","RS",2016,604,474,1717.23,1586.23,1191.59,1.33
"4311130","RS",2012,361,181,1482.34,1207.65,986.78,1.22
"4311130","RS",2014,437,244,1642.38,1532.83,1240.4,1.24
"4311130","RS",2016,392,204,2029.68,1798.39,1746.89,1.03
"4311155","RS",2012,808,535,1353.18,1202.41,997.02,1.21
"4311155","RS",2014,836,566,1557.77,1467.55,1624.66,0.9
"4311155","RS",2016,890,610,2004.12,1764.33,1752.14,1.01
"4311205","RS",2012,2829,2252,1179.95,1147.2,919.61,1.25
"4311205","RS",2014,3353,2698,1398.27,1330.48,1163.22,1.14
"4311205","RS",2016,3068,2456,1730.58,1604.88,1438.34,1.12
"4311239","RS",2012,138,52,1163.44,879.8,733.13,1.2
"4311239","RS",2014,170,53,1315.71,1028.47,688.29,1.49
"4311239","RS",2016,164,41,1744.43,1407.22,693.34,2.03
"4311254","RS",2012,311,86,1277.96,1436.09,762.22,1.88
"4311254","RS",2014,363,87,1510.76,1411.88,1879.31,0.75
"4311254","RS",2016,278,90,1907.15,1631.23,2632.09,0.62
"4311270","RS",2012,250,161,1428.68,1232.43,1216.43,1.01
"4311270","RS",2014,305,174,1624.86,1496.41,975.99,1.53
"4311270","RS",2016,305,178,1997.32,1900.47,1300.7,1.46
"4311304","RS",2012,6004,5461,1135.47,1102.69,1041.79,1.06
"4311304","RS",2014,6368,5808,1336.68,1365.27,1151.35,1.19
"4311304","RS",2016,5887,5345,1643.91,1626.95,1376.51,1.18
"4311403","RS",2012,33653,33627,1285.29,1299.44,1094.92,1.19
"4311403","RS",2014,36550,36397,1544.13,1560.92,1296.95,1.2
"4311403","RS",2016,34969,33175,1944.71,1919.91,1591.42,1.21
"4311429","RS",2012,159,29,1035.15,993.73,852.18,1.17
"4311429","RS",2014,214,59,1331.15,1082.87,1303.29,0.83
"4311429","RS",2016,216,40,1699.27,1534.94,1610.3,0.95
"4311502","RS",2012,1135,726,1154.74,1074.1,868.04,1.24
"4311502","RS",2014,1174,711,1387.58,1294.76,1038.17,1.25
"4311502","RS",2016,1165,709,1657.54,1603.55,1294.46,1.24
"4311601","RS",2012,420,241,1128.04,1017.17,780.12,1.3
"4311601","RS",2014,486,290,1312.78,1180.89,1159.54,1.02
"4311601","RS",2016,484,275,1683.88,1534.39,1641.72,0.93
"4311627","RS",2012,2052,1847,1196.21,1172.63,1023.93,1.15
"4311627","RS",2014,2443,2224,1370.61,1355.96,1065.75,1.27
"4311627","RS",2016,2386,2165,1794.59,1762.21,1471.59,1.2
"4311643","RS",2012,256,170,1386.41,1128.74,749.55,1.51
"4311643","RS",2014,260,165,1614.2,1350.31,644.3,2.1
"4311643","RS",2016,266,167,1840.64,1537.11,1041.11,1.48
"4311700","RS",2012,508,349,1286.04,1207.83,1361.6,0.89
"4311700","RS",2014,602,408,1496.1,1374.44,1641.29,0.84
"4311700","RS",2016,787,564,1657.91,1538.36,1993.13,0.77
"4311718","RS",2012,466,190,1776.61,1335.32,1628,0.82
"4311718","RS",2014,538,254,2044.76,1405.39,1483.21,0.95
"4311718","RS",2016,322,319,1818.82,1861.98,1893.91,0.98
"4311734","RS",2012,119,39,1327.02,1117.39,NA,NA
"4311734","RS",2014,193,36,1456.46,1021.34,868,1.18
"4311734","RS",2016,187,49,1626.95,1182.9,1272.49,0.93
"4311759","RS",2012,855,545,1273.45,1004.19,1005.5,1
"4311759","RS",2014,842,543,1383.75,1239.81,1013.56,1.22
"4311759","RS",2016,865,582,1841.89,1568.15,1374.07,1.14
"4311775","RS",2012,640,365,1297.56,1228.65,1180.72,1.04
"4311775","RS",2014,663,418,1467.16,1352.49,899.87,1.5
"4311775","RS",2016,755,435,1605.29,1521.76,1759.59,0.86
"4311791","RS",2012,575,446,1050.03,862.3,799.26,1.08
"4311791","RS",2014,573,419,1320.63,1090.35,859.8,1.27
"4311791","RS",2016,487,335,1641.12,1298.5,1071.57,1.21
"4311809","RS",2012,15095,14116,1331.65,1292.77,1257.37,1.03
"4311809","RS",2014,15223,14181,1607.55,1602.77,1560.1,1.03
"4311809","RS",2016,13975,12919,1951.7,1973.19,1819.73,1.08
"4311908","RS",2012,711,594,1197.07,1203.22,926.58,1.3
"4311908","RS",2014,727,600,1446.07,1612.74,1336.42,1.21
"4311908","RS",2016,698,557,1859.88,1793.5,1788.86,1
"4311981","RS",2012,290,125,1655.47,1048.45,2303.09,0.46
"4311981","RS",2014,318,118,1802.95,1284.98,1480.85,0.87
"4311981","RS",2016,369,167,1984.23,1637.67,2277.85,0.72
"4312005","RS",2012,295,168,1405.95,1361.9,1155.13,1.18
"4312005","RS",2014,345,203,1733.44,1710.79,1629.73,1.05
"4312005","RS",2016,312,189,1928.61,1791.24,1497.99,1.2
"4312054","RS",2012,640,639,1090.03,1073.2,940.99,1.14
"4312054","RS",2014,696,675,1370.53,1358.54,1256.15,1.08
"4312054","RS",2016,647,646,1692.63,1662.15,1718.46,0.97
"4312104","RS",2012,476,287,1368.4,1157.31,890.36,1.3
"4312104","RS",2014,529,327,1530.82,1369.41,1091.24,1.25
"4312104","RS",2016,496,293,1825.67,1597.47,1252.64,1.28
"4312138","RS",2012,266,117,1280.88,1254.67,1048.42,1.2
"4312138","RS",2014,549,366,1768.26,1790.57,1421.91,1.26
"4312138","RS",2016,312,149,1972.9,2238.31,1630.84,1.37
"4312153","RS",2012,1596,1427,969.62,892.29,915.97,0.97
"4312153","RS",2014,1692,1485,1175.71,1082.5,1047.73,1.03
"4312153","RS",2016,1779,1556,1450.3,1328.46,1237.98,1.07
"4312179","RS",2012,148,63,1401.23,1069.69,468.93,2.28
"4312179","RS",2014,177,72,1653.09,1222.38,NA,NA
"4312179","RS",2016,196,89,2349.19,2341.26,1624.23,1.44
"4312203","RS",2012,581,363,1312.36,1319.87,1284.83,1.03
"4312203","RS",2014,616,400,1381.07,1291.36,1353.56,0.95
"4312203","RS",2016,583,370,1710.49,1569.18,2183.38,0.72
"4312252","RS",2012,1209,1019,1285.28,1349.27,1122.12,1.2
"4312252","RS",2014,1299,1021,1484.57,1630.39,1255.14,1.3
"4312252","RS",2016,1100,897,1920.89,2019.95,1727.19,1.17
"4312302","RS",2012,955,801,1009.01,971.23,685.63,1.42
"4312302","RS",2014,1097,922,1189.21,1135.79,1099.77,1.03
"4312302","RS",2016,1122,942,1676.85,1584.58,1526.15,1.04
"4312351","RS",2012,257,174,1403.32,1231.47,NA,NA
"4312351","RS",2014,302,205,1654.52,1352.6,1347.73,1
"4312351","RS",2016,292,194,2148.13,1941.22,2107.32,0.92
"4312377","RS",2012,348,191,1758.06,1886.58,1926.39,0.98
"4312377","RS",2014,126,124,1117.2,1113.62,888.28,1.25
"4312377","RS",2016,292,137,1498.9,1315.53,1353.93,0.97
"4312385","RS",2012,745,650,1663.83,1608.26,2025.9,0.79
"4312385","RS",2014,583,490,2254.4,2209.08,2697.43,0.82
"4312385","RS",2016,360,280,2473.37,2385.98,1893.15,1.26
"4312401","RS",2012,17895,16680,1523.26,1499,1087.9,1.38
"4312401","RS",2014,18798,17372,1812.26,1756.52,1821.76,0.96
"4312401","RS",2016,17803,16335,2211.51,2117.96,1924.94,1.1
"4312427","RS",2012,248,143,1281.19,993.4,734.25,1.35
"4312427","RS",2014,390,198,1464.07,1173.53,817.98,1.43
"4312427","RS",2016,325,167,1661.72,1453.06,1008.22,1.44
"4312443","RS",2012,269,150,1519.63,1110.58,784.58,1.42
"4312443","RS",2014,288,162,1601.34,1112.33,1024.79,1.09
"4312443","RS",2016,274,169,1925.49,1348.46,1229.22,1.1
"4312450","RS",2012,1439,1199,864.74,821.75,718.12,1.14
"4312450","RS",2014,1316,1080,1201.95,1180.41,1035.07,1.14
"4312450","RS",2016,1317,1087,1518.04,1480.36,1370.77,1.08
"4312476","RS",2012,1863,1674,1226.04,1127.97,1092.37,1.03
"4312476","RS",2014,1784,1572,1465.21,1358.54,1150.33,1.18
"4312476","RS",2016,1781,1565,1727.76,1601.85,1577.33,1.02
"4312500","RS",2012,2101,1568,1164.29,1098.24,976.46,1.12
"4312500","RS",2014,2247,1677,1384.22,1303.96,1201.5,1.09
"4312500","RS",2016,2398,1864,1603.66,1619.99,1473.47,1.1
"4312609","RS",2012,1946,1763,986.24,992.97,823.3,1.21
"4312609","RS",2014,1995,1795,1183.16,1211.45,945.84,1.28
"4312609","RS",2016,2096,1912,1453.1,1510.73,1148.79,1.32
"4312617","RS",2012,544,390,1377.94,1245.56,1063.33,1.17
"4312617","RS",2014,612,417,1691.63,1458.45,1201.38,1.21
"4312617","RS",2016,694,502,1642.06,1858.08,1507.56,1.23
"4312625","RS",2012,201,95,1257.67,906.21,813.16,1.11
"4312625","RS",2014,248,101,1603.81,1356.76,1107.06,1.23
"4312625","RS",2016,217,110,1813.09,1424.99,1794.23,0.79
"4312658","RS",2012,7276,6845,1547.97,1563.73,1378.76,1.13
"4312658","RS",2014,7803,7368,1904.72,1942.61,1621.82,1.2
"4312658","RS",2016,6749,6335,2344.32,2376.06,1830.65,1.3
"4312674","RS",2012,222,140,1480.91,1204.81,1179.36,1.02
"4312674","RS",2014,255,167,1741.97,1462.12,1317.18,1.11
"4312674","RS",2016,229,151,2240.09,2107.39,1927.14,1.09
"4312708","RS",2012,1660,1297,1237.75,1185.4,858.66,1.38
"4312708","RS",2014,1935,1510,1437.15,1388.62,1084.53,1.28
"4312708","RS",2016,1879,1499,1707.1,1658.59,1320.66,1.26
"4312757","RS",2012,754,608,1315.78,1289.61,964.64,1.34
"4312757","RS",2014,808,677,1577.35,1564.78,1187.71,1.32
"4312757","RS",2016,865,722,1886.61,1841.62,1443.55,1.28
"4312807","RS",2012,2172,2042,1065.8,1041.86,978.74,1.06
"4312807","RS",2014,2313,2175,1408.48,1404.17,1313.8,1.07
"4312807","RS",2016,2457,2303,1696.15,1675.66,1532.7,1.09
"4312906","RS",2012,5294,5030,1693.93,1718.25,1488.91,1.15
"4312906","RS",2014,5660,5403,2123.94,2256.01,1886.14,1.2
"4312906","RS",2016,3635,3384,2398.66,2479.53,2223.5,1.12
"4312955","RS",2012,368,271,1238.87,1082.77,1331.54,0.81
"4312955","RS",2014,345,268,1461.44,1324.73,2311.98,0.57
"4312955","RS",2016,399,298,1914.65,1663.1,1723.18,0.97
"4313003","RS",2012,463,355,1252.75,1086.5,912.98,1.19
"4313003","RS",2014,507,383,1534.65,1403.28,1283.22,1.09
"4313003","RS",2016,488,390,1916.19,1790.88,1873.22,0.96
"4313011","RS",2012,630,517,1259.93,1129.01,861.23,1.31
"4313011","RS",2014,687,543,1554.67,1391.11,1029.02,1.35
"4313011","RS",2016,894,749,1895.82,1771.25,1805.46,0.98
"4313037","RS",2012,1599,1416,985.89,913.04,905.29,1.01
"4313037","RS",2014,1739,1524,1125.5,1056.1,1033.95,1.02
"4313037","RS",2016,1738,1557,1464.74,1380.63,1316.26,1.05
"4313060","RS",2012,7284,6711,1040.28,1024.54,946.25,1.08
"4313060","RS",2014,7174,6545,1251.88,1225.55,1164.82,1.05
"4313060","RS",2016,7145,6612,1475.39,1428.32,1376.23,1.04
"4313086","RS",2012,272,190,1600.9,1443.63,906.17,1.59
"4313086","RS",2014,302,223,1871.53,1662.04,966.06,1.72
"4313086","RS",2016,302,235,2212.89,2108.94,1316.22,1.6
"4313102","RS",2012,896,662,1518.44,1444.87,781.83,1.85
"4313102","RS",2014,1019,741,1677.89,1727.92,1104.03,1.57
"4313102","RS",2016,1016,751,2038.64,2206.02,1304.63,1.69
"4313201","RS",2012,6662,6304,1339.35,1311.17,1160.25,1.13
"4313201","RS",2014,7162,6610,1617.6,1605.78,1367.57,1.17
"4313201","RS",2016,7043,6437,2000.86,1985.68,1669.72,1.19
"4313300","RS",2012,7639,7114,1367.75,1347.79,1171.77,1.15
"4313300","RS",2014,8572,7916,1639.63,1637.99,1451.79,1.13
"4313300","RS",2016,8382,7657,1988.83,1970.61,1686.32,1.17
"4313334","RS",2012,240,125,1655.25,1170.21,962.61,1.22
"4313334","RS",2014,253,128,2093.35,1558.05,1240.07,1.26
"4313334","RS",2016,244,130,2548.19,1947.66,1508.68,1.29
"4313359","RS",2012,545,428,1513.86,1197.05,1964.97,0.61
"4313359","RS",2014,605,468,1798.11,1484.5,1671.92,0.89
"4313359","RS",2016,512,379,2258.68,1859.33,1835.52,1.01
"4313375","RS",2012,5901,5255,1610.91,1570.68,1543.3,1.02
"4313375","RS",2014,6452,5735,1929.84,1920,1721.29,1.12
"4313375","RS",2016,7616,6805,2286.74,2334.07,2155.69,1.08
"4313391","RS",2012,296,119,1727.09,1245.31,741.78,1.68
"4313391","RS",2014,337,144,1668.77,1273.42,1011.81,1.26
"4313391","RS",2016,364,184,1855.72,1467.42,1305.82,1.12
"4313409","RS",2012,81319,77103,1380,1344.07,1129.35,1.19
"4313409","RS",2014,80384,76284,1644.84,1613.02,1330.71,1.21
"4313409","RS",2016,75885,71857,1991.33,1937.95,1646.03,1.18
"4313425","RS",2012,269,135,1732.7,1199.91,717.6,1.67
"4313425","RS",2014,298,156,1804.7,1369.97,726.88,1.88
"4313425","RS",2016,291,149,2626.21,2000.88,3521.02,0.57
"4313441","RS",2012,198,52,1391.86,867.68,1941.08,0.45
"4313441","RS",2014,219,69,1541,1170.08,1634.46,0.72
"4313441","RS",2016,209,73,1780.66,1391.58,1471.16,0.95
"4313466","RS",2012,178,92,1086.78,811.17,NA,NA
"4313466","RS",2014,215,105,1396.67,928.19,868.79,1.07
"4313466","RS",2016,193,86,1813.07,1188.54,443.66,2.68
"4313490","RS",2012,467,290,1131.96,966.87,863.96,1.12
"4313490","RS",2014,428,248,1457.86,1307.23,1287.16,1.02
"4313490","RS",2016,459,264,1715.74,1481.95,1528.06,0.97
"4313508","RS",2012,10471,9135,1404.87,1302.19,1151.53,1.13
"4313508","RS",2014,11631,10181,1614.39,1515.49,1469.96,1.03
"4313508","RS",2016,11230,9835,2002.89,1908.66,1893.39,1.01
"4313607","RS",2012,481,275,1317.32,1297.38,775.51,1.67
"4313607","RS",2014,516,306,1367.7,1336.56,1077.49,1.24
"4313607","RS",2016,467,281,1676.86,1712.82,1244.58,1.38
"4313656","RS",2012,1888,1448,1240.41,1140.41,1095.66,1.04
"4313656","RS",2014,2043,1513,1457.05,1463.65,1232.04,1.19
"4313656","RS",2016,1987,1415,2318.86,1795.59,1588.85,1.13
"4313706","RS",2012,5128,4261,1339.9,1245.49,1224.73,1.02
"4313706","RS",2014,5691,4755,1604.94,1522.63,1385.88,1.1
"4313706","RS",2016,5899,4944,1971.89,1887.84,1736.57,1.09
"4313805","RS",2012,1045,829,1126.28,1188.18,925.15,1.28
"4313805","RS",2014,1283,1045,1278.06,1417.51,1132.06,1.25
"4313805","RS",2016,1275,1061,1535.69,1614.75,1429.51,1.13
"4313904","RS",2012,13950,12614,1499.9,1530.94,1156.11,1.32
"4313904","RS",2014,15925,14542,1828.38,1874.56,1499.92,1.25
"4313904","RS",2016,12718,11256,2286.36,2378.09,1918.86,1.24
"4313953","RS",2012,1921,1566,1189.45,1146.59,1126.14,1.02
"4313953","RS",2014,2161,1771,1434.67,1397.55,1360.97,1.03
"4313953","RS",2016,2227,1759,1693.5,1702.57,1600.13,1.06
"4314001","RS",2012,2333,2137,1148.36,1146.91,1204.16,0.95
"4314001","RS",2014,2624,2426,1483.36,1495.86,1649.13,0.91
"4314001","RS",2016,2503,2305,1864.63,1797.14,1768.88,1.02
"4314027","RS",2012,564,360,1305.31,1089.16,792.09,1.38
"4314027","RS",2014,543,337,1538.94,1341.71,961.1,1.4
"4314027","RS",2016,576,380,1831.13,1746.64,1337.06,1.31
"4314035","RS",2012,780,622,1165.15,974.17,878.09,1.11
"4314035","RS",2014,760,581,1450.42,1233.61,1026.88,1.2
"4314035","RS",2016,862,649,1759.81,1510.54,1432.36,1.05
"4314050","RS",2012,14877,13683,1093.26,1040.35,914.18,1.14
"4314050","RS",2014,14973,13309,1288.15,1231.6,1104.86,1.11
"4314050","RS",2016,13069,11769,1604.18,1535.93,1390.48,1.1
"4314068","RS",2012,212,75,1704.41,893.57,858.28,1.04
"4314068","RS",2014,242,74,2029.08,1153.99,996.08,1.16
"4314068","RS",2016,198,64,2358.13,1535.42,1338.49,1.15
"4314076","RS",2012,743,527,1090.79,999,824.18,1.21
"4314076","RS",2014,838,614,1431.48,1311.44,1098.61,1.19
"4314076","RS",2016,774,581,1812.98,1666.26,1290.04,1.29
"4314100","RS",2012,58791,55750,1436.26,1424.21,1137.83,1.25
"4314100","RS",2014,61523,58351,1753.01,1745.87,1465.5,1.19
"4314100","RS",2016,59124,56211,2184.92,2199.78,1786.77,1.23
"4314134","RS",2012,334,247,1173.06,987.19,1075.57,0.92
"4314134","RS",2014,425,308,1539.72,1399.07,1551.62,0.9
"4314134","RS",2016,459,347,1923.22,1730.32,2053.65,0.84
"4314159","RS",2012,1490,1318,1082.22,1017.28,1055.09,0.96
"4314159","RS",2014,1389,1179,1345.65,1221.04,1089.09,1.12
"4314159","RS",2016,1425,1223,1575.59,1469.12,1342.91,1.09
"4314175","RS",2012,392,167,1232.51,958.72,897.09,1.07
"4314175","RS",2014,438,175,1514.03,1201.92,1050.5,1.14
"4314175","RS",2016,398,168,2231.23,1661.29,1347.77,1.23
"4314209","RS",2012,1062,830,1058.49,1013.78,964.95,1.05
"4314209","RS",2014,1114,878,1333.76,1310.33,1105.84,1.18
"4314209","RS",2016,1008,791,1763.09,1784.42,1326.49,1.35
"4314308","RS",2012,662,423,1334.88,1309.91,865.86,1.51
"4314308","RS",2014,739,491,1569.56,1562.15,1089.89,1.43
"4314308","RS",2016,704,453,1895.15,1875.76,1486.87,1.26
"4314407","RS",2012,77670,65745,1409.56,1248.51,978.12,1.28
"4314407","RS",2014,79601,66855,1746.09,1538.95,1183.45,1.3
"4314407","RS",2016,74531,61423,2226.96,1914.56,1535.73,1.25
"4314423","RS",2012,3426,3288,1093.06,1067.36,877.77,1.22
"4314423","RS",2014,3071,2843,1352.36,1297.64,1165.26,1.11
"4314423","RS",2016,2785,2569,1690.06,1624.31,1295.2,1.25
"4314456","RS",2012,625,532,1353.29,1264.58,1013.34,1.25
"4314456","RS",2014,664,532,1656.17,1524.49,1518.36,1
"4314456","RS",2016,699,570,1987.47,1892.56,1807.78,1.05
"4314464","RS",2012,276,92,1828.67,2187.12,803.4,2.72
"4314464","RS",2014,317,101,2050.42,2077.51,960,2.16
"4314464","RS",2016,318,126,2394.63,2129.74,1171.21,1.82
"4314472","RS",2012,473,222,1875.21,2058.41,940.89,2.19
"4314472","RS",2014,473,209,2212.84,2774.58,1276.07,2.17
