"id_municipio","sigla_uf","ano","salario_medio"
"2902609","BA",2012,1406.07459165154
"2902609","BA",2014,1443.37824134705
"2902609","BA",2016,1757.99564176245
"2902658","BA",2012,1090.96079646018
"2902658","BA",2014,1343.44894736842
"2902658","BA",2016,1774.84357226792
"2902708","BA",2012,2429.3672265625
"2902708","BA",2014,1504.54180982679
"2902708","BA",2016,1793.96127645051
"2902807","BA",2012,1011.58423199152
"2902807","BA",2014,1179.13875
"2902807","BA",2016,1434.70814977974
"2902906","BA",2012,1040.14994872938
"2902906","BA",2014,1247.67341933071
"2902906","BA",2016,1463.51222032159
"2903003","BA",2012,981.236879643388
"2903003","BA",2014,1209.39641901932
"2903003","BA",2016,1420.06046444122
"2903102","BA",2012,1426.35740680713
"2903102","BA",2014,1957.96208303507
"2903102","BA",2016,1510.31709486166
"2903201","BA",2012,1224.20913453079
"2903201","BA",2014,1474.35867819024
"2903201","BA",2016,1759.6826540373
"2903235","BA",2012,1099.90387553041
"2903235","BA",2014,1406.74415068493
"2903235","BA",2016,1462.91635910224
"2903276","BA",2012,1941.50688012496
"2903276","BA",2014,2198.16348071496
"2903276","BA",2016,2490.63474485228
"2903300","BA",2012,1049.54420803783
"2903300","BA",2014,1495.20094654788
"2903300","BA",2016,1783.53846153846
"2903409","BA",2012,1174.03140772128
"2903409","BA",2014,1341.81194523907
"2903409","BA",2016,1691.01756706408
